uuid,text_url,text_version,pdf_path
GA2013S44,http://www.legis.ga.gov/Legislation/20132014/128235.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013S44/GA2013S44_2.pdf
GA2013S7,http://www.legis.ga.gov/Legislation/20132014/128318.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2013S7/GA2013S7_3.pdf
GA2014H1043,http://www.legis.ga.gov/Legislation/20132014/144467.pdf,4,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014H1043/GA2014H1043_4.pdf
GA2014H852,http://www.legis.ga.gov/Legislation/20132014/138313.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014H852/GA2014H852_2.pdf
GA2014H891,http://www.legis.ga.gov/Legislation/20132014/144731.pdf,7,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014H891/GA2014H891_7.pdf
GA2014H942,http://www.legis.ga.gov/Legislation/20132014/139168.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014H942/GA2014H942_2.pdf
GA2014H945,http://www.legis.ga.gov/Legislation/20132014/139165.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014H945/GA2014H945_2.pdf
GA2014HR108,http://www.legis.ga.gov/Legislation/20132014/129252.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014HR108/GA2014HR108_2.pdf
GA2014HR1865,http://www.legis.ga.gov/Legislation/20132014/143818.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014HR1865/GA2014HR1865_2.pdf
GA2014S311,http://www.legis.ga.gov/Legislation/20132014/137987.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S311/GA2014S311_2.pdf
GA2014S315,http://www.legis.ga.gov/Legislation/20132014/137964.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S315/GA2014S315_2.pdf
GA2014S390,http://www.legis.ga.gov/Legislation/20132014/139902.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S390/GA2014S390_2.pdf
GA2014S4,http://www.legis.ga.gov/Legislation/20132014/128275.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S4/GA2014S4_3.pdf
GA2014S44,http://www.legis.ga.gov/Legislation/20132014/128235.pdf,2,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S44/GA2014S44_2.pdf
GA2014S5,http://www.legis.ga.gov/Legislation/20132014/128287.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S5/GA2014S5_3.pdf
GA2014S6,http://www.legis.ga.gov/Legislation/20132014/128289.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S6/GA2014S6_3.pdf
GA2014S8,http://www.legis.ga.gov/Legislation/20132014/128321.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S8/GA2014S8_3.pdf
GA2014S9,http://www.legis.ga.gov/Legislation/20132014/128327.pdf,3,/Users/josephloffredo/MIT Dropbox/Joseph Loffredo/election_bill_text/data/georgia/GA2014S9/GA2014S9_3.pdf
