UUID,session,bill_number
AZ2000HCR2014,2000 - Forty-fourth Legislature - Second Regular Session,HCR2014
AZ2000HCR2015,2000 - Forty-fourth Legislature - Second Regular Session,HCR2015
AZ2000HCR2017,2000 - Forty-fourth Legislature - Second Regular Session,HCR2017
AZ2000HCR2018,2000 - Forty-fourth Legislature - Second Regular Session,HCR2018
AZ2000HCR2020,2000 - Forty-fourth Legislature - Second Regular Session,HCR2020
AZ2000HCR2021,2000 - Forty-fourth Legislature - Second Regular Session,HCR2021
AZ2000HCR2022,2000 - Forty-fourth Legislature - Second Regular Session,HCR2022
AZ2000HCR2023,2000 - Forty-fourth Legislature - Second Regular Session,HCR2023
AZ2000HCR2024,2000 - Forty-fourth Legislature - Second Regular Session,HCR2024
AZ2000HCR2025,2000 - Forty-fourth Legislature - Second Regular Session,HCR2025
AZ2000HCR2029,2000 - Forty-fourth Legislature - Second Regular Session,HCR2029
AZ2000HCR2030,2000 - Forty-fourth Legislature - Second Regular Session,HCR2030
AZ2000HCR2031,2000 - Forty-fourth Legislature - Second Regular Session,HCR2031
AZ2000HCR2037,2000 - Forty-fourth Legislature - Second Regular Session,HCR2037
AZ2000S1128,2000 - Forty-fourth Legislature - Second Regular Session,SB1128
AZ2000S1212,2000 - Forty-fourth Legislature - Second Regular Session,SB1212
AZ2000S1230,2000 - Forty-fourth Legislature - Second Regular Session,SB1230
AZ2000S1240,2000 - Forty-fourth Legislature - Second Regular Session,SB1240
AZ2000S1268,2000 - Forty-fourth Legislature - Second Regular Session,SB1268
AZ2000S1331,2000 - Forty-fourth Legislature - Second Regular Session,SB1331
AZ2000S1365,2000 - Forty-fourth Legislature - Second Regular Session,SB1365
AZ2000S1372,2000 - Forty-fourth Legislature - Second Regular Session,SB1372
AZ2000S1377,2000 - Forty-fourth Legislature - Second Regular Session,SB1377
AZ2000S1413,2000 - Forty-fourth Legislature - Second Regular Session,SB1413
AZ2000S1429,2000 - Forty-fourth Legislature - Second Regular Session,SB1429
AZ2000S1432,2000 - Forty-fourth Legislature - Second Regular Session,SB1432
AZ2000S1449,2000 - Forty-fourth Legislature - Second Regular Session,SB1449
AZ2000SCR1006,2000 - Forty-fourth Legislature - Second Regular Session,SCR1006
AZ2000SCR1011,2000 - Forty-fourth Legislature - Second Regular Session,SCR1011
AZ2000SCR1017,2000 - Forty-fourth Legislature - Second Regular Session,SCR1017
AZ2000SCR1018,2000 - Forty-fourth Legislature - Second Regular Session,SCR1018
